id_venda,data_venda,cliente,estado,cidade,produto,categoria,quantidade,valor_unitario,valor_total,responsavel
2994,2025-06-09,Cliente_35,MG,Porto Alegre,Headset,Eletrônicos,4,598.88,2395.52,Luis Gustavo de Matos dos Santos
2995,2025-06-05,Cliente_18,SP,Joinville,Headset,Acessórios,6,3838.75,23032.5,Luis Gustavo de Matos dos Santos
2996,2026-02-08,Cliente_236,PR,Rio de Janeiro,Headset,Eletrônicos,1,854.26,854.26,Luis Gustavo de Matos dos Santos
2997,2025-05-05,Cliente_175,SC,Curitiba,Headset,Eletrônicos,1,4073.11,4073.11,Luis Gustavo de Matos dos Santos
2998,2025-09-23,Cliente_43,SP,São Paulo,Mouse,Eletrônicos,1,1317.23,1317.23,Luis Gustavo de Matos dos Santos
2999,2025-07-22,Cliente_134,RS,Rio de Janeiro,Notebook,Acessórios,7,1975.54,13828.78,Luis Gustavo de Matos dos Santos
3000,2025-07-26,Cliente_49,RS,Rio de Janeiro,Mouse,Acessórios,6,2553.54,15321.24,Luis Gustavo de Matos dos Santos
3001,2025-08-17,Cliente_86,SC,Curitiba,Notebook,Acessórios,10,4246.74,42467.4,Luis Gustavo de Matos dos Santos
3002,2025-08-05,Cliente_83,SP,Curitiba,Teclado,Acessórios,7,294.65,2062.55,Luis Gustavo de Matos dos Santos
3003,2025-08-02,Cliente_19,RS,Belo Horizonte,Teclado,Eletrônicos,8,4350.76,34806.08,Luis Gustavo de Matos dos Santos
3004,2025-12-26,Cliente_87,SP,São Paulo,Mouse,Eletrônicos,8,1270.48,10163.84,Luis Gustavo de Matos dos Santos
3005,2025-06-16,Cliente_218,PR,Porto Alegre,Notebook,Acessórios,9,3722.15,33499.35,Luis Gustavo de Matos dos Santos
3006,2025-09-02,Cliente_153,SC,Joinville,Notebook,Acessórios,7,2870.99,20096.93,Luis Gustavo de Matos dos Santos
3007,2025-10-19,Cliente_89,RS,Rio de Janeiro,Headset,Acessórios,5,3961.93,19809.65,Luis Gustavo de Matos dos Santos
3008,2026-01-11,Cliente_116,PR,Joinville,Teclado,Eletrônicos,2,2956.41,5912.82,Luis Gustavo de Matos dos Santos
3009,2025-07-27,Cliente_227,SP,Belo Horizonte,Teclado,Acessórios,9,4383.92,39455.28,Luis Gustavo de Matos dos Santos
3010,2025-04-27,Cliente_45,RS,Joinville,Headset,Eletrônicos,10,3654.34,36543.4,Luis Gustavo de Matos dos Santos
3011,2025-09-27,Cliente_61,SC,Rio de Janeiro,Headset,Acessórios,8,2257.63,18061.04,Luis Gustavo de Matos dos Santos
3012,2025-10-14,Cliente_199,MG,Porto Alegre,Mouse,Eletrônicos,6,3668.64,22011.84,Luis Gustavo de Matos dos Santos
3013,2025-04-13,Cliente_148,SC,Curitiba,Mouse,Eletrônicos,9,887.27,7985.43,Luis Gustavo de Matos dos Santos
3014,2025-12-17,Cliente_293,MG,Curitiba,Notebook,Acessórios,4,616.04,2464.16,Luis Gustavo de Matos dos Santos
3015,2025-05-07,Cliente_263,RJ,São Paulo,Headset,Eletrônicos,5,4861.21,24306.05,Luis Gustavo de Matos dos Santos
3016,2025-07-14,Cliente_60,RS,São Paulo,Mouse,Acessórios,7,155.29,1087.03,Luis Gustavo de Matos dos Santos
3017,2025-07-20,Cliente_158,PR,Belo Horizonte,Notebook,Acessórios,10,2469.93,24699.3,Luis Gustavo de Matos dos Santos
3018,2025-06-27,Cliente_128,RJ,Porto Alegre,Notebook,Acessórios,2,3568.71,7137.42,Luis Gustavo de Matos dos Santos
3019,2025-06-18,Cliente_117,RS,Curitiba,Monitor,Eletrônicos,3,3973.8,11921.4,Luis Gustavo de Matos dos Santos
3020,2026-03-01,Cliente_167,PR,Belo Horizonte,Notebook,Acessórios,2,1266.35,2532.7,Luis Gustavo de Matos dos Santos
3021,2026-01-24,Cliente_121,MG,Belo Horizonte,Teclado,Acessórios,3,1546.48,4639.44,Luis Gustavo de Matos dos Santos
3022,2025-08-19,Cliente_49,RS,Belo Horizonte,Teclado,Eletrônicos,1,3642.48,3642.48,Luis Gustavo de Matos dos Santos
3023,2025-05-12,Cliente_99,SC,Joinville,Monitor,Acessórios,9,3693.8,33244.2,Luis Gustavo de Matos dos Santos
3024,2025-11-12,Cliente_136,RS,Porto Alegre,Mouse,Acessórios,2,4894.83,9789.66,Luis Gustavo de Matos dos Santos
3025,2025-10-19,Cliente_206,SP,Belo Horizonte,Notebook,Acessórios,9,459.82,4138.38,Luis Gustavo de Matos dos Santos
3026,2025-11-22,Cliente_246,SP,Joinville,Headset,Acessórios,8,1410.66,11285.28,Luis Gustavo de Matos dos Santos
3027,2025-11-26,Cliente_33,SC,Porto Alegre,Monitor,Eletrônicos,7,2644.73,18513.11,Luis Gustavo de Matos dos Santos
3028,2025-08-24,Cliente_199,PR,Joinville,Mouse,Eletrônicos,5,1586.68,7933.4,Luis Gustavo de Matos dos Santos
3029,2025-05-15,Cliente_100,SC,Joinville,Mouse,Acessórios,3,906.14,2718.42,Luis Gustavo de Matos dos Santos
3030,2025-04-02,Cliente_125,SP,Porto Alegre,Teclado,Acessórios,2,4804.5,9609.0,Luis Gustavo de Matos dos Santos
3031,2025-11-27,Cliente_204,PR,Porto Alegre,Teclado,Acessórios,2,2539.64,5079.28,Luis Gustavo de Matos dos Santos
3032,2025-09-07,Cliente_163,PR,Belo Horizonte,Notebook,Acessórios,4,3439.36,13757.44,Luis Gustavo de Matos dos Santos
3033,2025-09-10,Cliente_3,MG,Rio de Janeiro,Teclado,Eletrônicos,8,3677.93,29423.44,Luis Gustavo de Matos dos Santos
3034,2025-10-13,Cliente_98,RJ,São Paulo,Teclado,Acessórios,9,3363.2,30268.8,Luis Gustavo de Matos dos Santos
3035,2025-11-13,Cliente_173,RJ,São Paulo,Notebook,Eletrônicos,3,1409.46,4228.38,Luis Gustavo de Matos dos Santos
3036,2026-02-06,Cliente_74,PR,Joinville,Teclado,Acessórios,3,4932.72,14798.16,Luis Gustavo de Matos dos Santos
3037,2025-11-11,Cliente_91,MG,Belo Horizonte,Teclado,Acessórios,3,2956.81,8870.43,Luis Gustavo de Matos dos Santos
3038,2025-07-22,Cliente_65,RJ,Rio de Janeiro,Headset,Acessórios,5,2328.39,11641.95,Luis Gustavo de Matos dos Santos
3039,2025-10-09,Cliente_119,RJ,Curitiba,Monitor,Acessórios,10,4624.77,46247.7,Luis Gustavo de Matos dos Santos
3040,2025-11-19,Cliente_298,SC,Porto Alegre,Notebook,Eletrônicos,5,3873.43,19367.15,Luis Gustavo de Matos dos Santos
3041,2025-07-30,Cliente_205,SP,Porto Alegre,Notebook,Eletrônicos,1,3534.7,3534.7,Luis Gustavo de Matos dos Santos
3042,2025-03-21,Cliente_254,RJ,Curitiba,Mouse,Eletrônicos,3,1955.16,5865.48,Luis Gustavo de Matos dos Santos
3043,2026-02-14,Cliente_229,MG,Porto Alegre,Mouse,Acessórios,3,1583.73,4751.19,Luis Gustavo de Matos dos Santos
3044,2025-11-26,Cliente_212,PR,Rio de Janeiro,Teclado,Eletrônicos,7,2108.43,14759.01,Luis Gustavo de Matos dos Santos
3045,2025-09-30,Cliente_258,RS,Porto Alegre,Mouse,Acessórios,10,338.88,3388.8,Luis Gustavo de Matos dos Santos
3046,2025-11-11,Cliente_144,PR,Belo Horizonte,Monitor,Acessórios,5,2982.95,14914.75,Luis Gustavo de Matos dos Santos
3047,2025-10-14,Cliente_169,MG,Belo Horizonte,Monitor,Acessórios,4,1422.45,5689.8,Luis Gustavo de Matos dos Santos
3048,2025-05-04,Cliente_63,SC,Joinville,Monitor,Acessórios,10,3308.81,33088.1,Luis Gustavo de Matos dos Santos
3049,2025-08-05,Cliente_248,SC,São Paulo,Teclado,Acessórios,10,2022.54,20225.4,Luis Gustavo de Matos dos Santos
3050,2025-03-28,Cliente_189,PR,Porto Alegre,Mouse,Eletrônicos,6,112.73,676.38,Luis Gustavo de Matos dos Santos
3051,2025-06-14,Cliente_214,SC,Curitiba,Mouse,Acessórios,9,4263.95,38375.55,Luis Gustavo de Matos dos Santos
3052,2025-09-18,Cliente_151,MG,Porto Alegre,Notebook,Acessórios,9,830.54,7474.86,Luis Gustavo de Matos dos Santos
3053,2025-09-20,Cliente_190,SP,São Paulo,Headset,Acessórios,9,3577.34,32196.06,Luis Gustavo de Matos dos Santos
3054,2026-03-13,Cliente_10,RS,Porto Alegre,Mouse,Eletrônicos,4,1921.73,7686.92,Luis Gustavo de Matos dos Santos
3055,2025-10-30,Cliente_147,SP,Rio de Janeiro,Headset,Eletrônicos,4,2841.72,11366.88,Luis Gustavo de Matos dos Santos
3056,2025-05-01,Cliente_154,SC,São Paulo,Notebook,Eletrônicos,4,1054.78,4219.12,Luis Gustavo de Matos dos Santos
3057,2025-08-17,Cliente_273,RJ,São Paulo,Teclado,Acessórios,9,4165.42,37488.78,Luis Gustavo de Matos dos Santos
3058,2025-04-06,Cliente_182,SC,Belo Horizonte,Mouse,Eletrônicos,5,1658.31,8291.55,Luis Gustavo de Matos dos Santos
3059,2025-12-09,Cliente_223,RJ,São Paulo,Monitor,Eletrônicos,6,989.26,5935.56,Luis Gustavo de Matos dos Santos
3060,2025-06-29,Cliente_79,SP,Curitiba,Mouse,Eletrônicos,7,1333.3,9333.1,Luis Gustavo de Matos dos Santos
3061,2025-08-22,Cliente_9,PR,Rio de Janeiro,Monitor,Eletrônicos,7,3295.86,23071.02,Luis Gustavo de Matos dos Santos
3062,2025-07-25,Cliente_189,PR,Rio de Janeiro,Monitor,Eletrônicos,10,3497.15,34971.5,Luis Gustavo de Matos dos Santos
3063,2025-09-30,Cliente_248,MG,Porto Alegre,Monitor,Acessórios,3,2262.32,6786.96,Luis Gustavo de Matos dos Santos
3064,2025-06-29,Cliente_29,RS,Curitiba,Teclado,Eletrônicos,2,720.69,1441.38,Luis Gustavo de Matos dos Santos
3065,2025-04-08,Cliente_113,SP,Curitiba,Notebook,Acessórios,3,1056.74,3170.22,Luis Gustavo de Matos dos Santos
3066,2025-07-16,Cliente_285,PR,Porto Alegre,Mouse,Acessórios,4,4403.83,17615.32,Luis Gustavo de Matos dos Santos
3067,2025-06-11,Cliente_17,SP,São Paulo,Monitor,Eletrônicos,10,2158.84,21588.4,Luis Gustavo de Matos dos Santos
3068,2025-10-19,Cliente_47,RS,Joinville,Monitor,Eletrônicos,1,269.12,269.12,Luis Gustavo de Matos dos Santos
3069,2026-03-05,Cliente_109,PR,São Paulo,Headset,Eletrônicos,5,1874.16,9370.8,Luis Gustavo de Matos dos Santos
3070,2026-02-23,Cliente_22,MG,Joinville,Notebook,Eletrônicos,6,184.39,1106.34,Luis Gustavo de Matos dos Santos
3071,2025-10-28,Cliente_283,MG,São Paulo,Mouse,Eletrônicos,4,2341.58,9366.32,Luis Gustavo de Matos dos Santos
3072,2025-09-28,Cliente_262,PR,Rio de Janeiro,Mouse,Eletrônicos,5,1219.27,6096.35,Luis Gustavo de Matos dos Santos
3073,2025-04-23,Cliente_56,RS,Rio de Janeiro,Teclado,Acessórios,3,2277.26,6831.78,Luis Gustavo de Matos dos Santos
3074,2026-01-04,Cliente_96,RJ,Joinville,Monitor,Acessórios,3,1182.41,3547.23,Luis Gustavo de Matos dos Santos
3075,2025-08-19,Cliente_70,PR,Porto Alegre,Teclado,Acessórios,10,1430.58,14305.8,Luis Gustavo de Matos dos Santos
3076,2025-11-15,Cliente_25,SC,Joinville,Mouse,Acessórios,10,4357.74,43577.4,Luis Gustavo de Matos dos Santos
3077,2025-05-20,Cliente_121,RS,Curitiba,Headset,Eletrônicos,7,3167.57,22172.99,Luis Gustavo de Matos dos Santos
3078,2026-01-02,Cliente_186,PR,Rio de Janeiro,Mouse,Eletrônicos,9,1039.58,9356.22,Luis Gustavo de Matos dos Santos
3079,2026-01-06,Cliente_262,PR,Curitiba,Headset,Acessórios,3,1027.5,3082.5,Luis Gustavo de Matos dos Santos
3080,2025-06-17,Cliente_266,SP,Curitiba,Notebook,Acessórios,8,3400.6,27204.8,Luis Gustavo de Matos dos Santos
3081,2025-12-22,Cliente_182,SC,Belo Horizonte,Notebook,Eletrônicos,3,3720.2,11160.6,Luis Gustavo de Matos dos Santos
3082,2025-07-04,Cliente_77,PR,Porto Alegre,Mouse,Eletrônicos,5,292.71,1463.55,Luis Gustavo de Matos dos Santos
3083,2025-07-05,Cliente_246,SP,Porto Alegre,Notebook,Acessórios,1,3789.44,3789.44,Luis Gustavo de Matos dos Santos
3084,2025-07-03,Cliente_216,RS,Porto Alegre,Monitor,Eletrônicos,1,285.93,285.93,Luis Gustavo de Matos dos Santos
3085,2025-11-20,Cliente_140,RS,São Paulo,Headset,Acessórios,9,2430.81,21877.29,Luis Gustavo de Matos dos Santos
3086,2025-04-10,Cliente_189,RJ,Porto Alegre,Notebook,Eletrônicos,8,4996.69,39973.52,Luis Gustavo de Matos dos Santos
3087,2025-04-13,Cliente_73,RJ,Porto Alegre,Headset,Acessórios,2,4737.27,9474.54,Luis Gustavo de Matos dos Santos
3088,2025-12-29,Cliente_193,SP,Porto Alegre,Notebook,Eletrônicos,6,958.57,5751.42,Luis Gustavo de Matos dos Santos
3089,2026-01-06,Cliente_154,SC,São Paulo,Teclado,Eletrônicos,3,1001.54,3004.62,Luis Gustavo de Matos dos Santos
3090,2025-06-27,Cliente_15,SC,São Paulo,Notebook,Acessórios,6,1250.73,7504.38,Luis Gustavo de Matos dos Santos
3091,2026-02-12,Cliente_118,RJ,Curitiba,Mouse,Eletrônicos,9,4008.35,36075.15,Luis Gustavo de Matos dos Santos
3092,2025-12-28,Cliente_266,SP,Rio de Janeiro,Notebook,Eletrônicos,2,1083.73,2167.46,Luis Gustavo de Matos dos Santos
3093,2025-04-10,Cliente_211,MG,São Paulo,Notebook,Eletrônicos,9,4281.47,38533.23,Luis Gustavo de Matos dos Santos
3094,2025-09-03,Cliente_94,PR,São Paulo,Mouse,Acessórios,1,898.03,898.03,Luis Gustavo de Matos dos Santos
3095,2025-08-20,Cliente_242,MG,São Paulo,Mouse,Eletrônicos,5,4793.09,23965.45,Luis Gustavo de Matos dos Santos
3096,2025-10-04,Cliente_166,SP,Belo Horizonte,Mouse,Eletrônicos,5,174.96,874.8,Luis Gustavo de Matos dos Santos
3097,2025-07-18,Cliente_80,RJ,Curitiba,Headset,Acessórios,6,3470.28,20821.68,Luis Gustavo de Matos dos Santos
3098,2025-09-30,Cliente_37,SC,Curitiba,Monitor,Eletrônicos,9,2890.07,26010.63,Luis Gustavo de Matos dos Santos
3099,2026-01-15,Cliente_199,MG,São Paulo,Headset,Eletrônicos,8,3807.91,30463.28,Luis Gustavo de Matos dos Santos
3100,2025-11-27,Cliente_154,RS,Curitiba,Headset,Acessórios,3,3480.48,10441.44,Luis Gustavo de Matos dos Santos
3101,2025-08-03,Cliente_288,SP,Rio de Janeiro,Notebook,Acessórios,10,325.69,3256.9,Luis Gustavo de Matos dos Santos
3102,2025-07-05,Cliente_98,RJ,Rio de Janeiro,Notebook,Eletrônicos,6,954.24,5725.44,Luis Gustavo de Matos dos Santos
3103,2025-09-20,Cliente_289,SC,Curitiba,Mouse,Acessórios,6,961.72,5770.32,Luis Gustavo de Matos dos Santos
3104,2026-01-19,Cliente_85,MG,São Paulo,Mouse,Acessórios,1,2960.15,2960.15,Luis Gustavo de Matos dos Santos
3105,2025-07-15,Cliente_261,MG,Belo Horizonte,Monitor,Eletrônicos,9,4404.28,39638.52,Luis Gustavo de Matos dos Santos
3106,2025-04-04,Cliente_193,MG,Rio de Janeiro,Monitor,Acessórios,2,4753.02,9506.04,Luis Gustavo de Matos dos Santos
3107,2025-07-30,Cliente_60,MG,Curitiba,Monitor,Eletrônicos,9,3527.87,31750.83,Luis Gustavo de Matos dos Santos
3108,2025-06-17,Cliente_33,PR,Rio de Janeiro,Headset,Acessórios,2,1629.23,3258.46,Luis Gustavo de Matos dos Santos
3109,2026-02-14,Cliente_93,SP,Porto Alegre,Mouse,Acessórios,3,4848.01,14544.03,Luis Gustavo de Matos dos Santos
3110,2025-05-09,Cliente_234,RS,Curitiba,Teclado,Acessórios,1,4118.79,4118.79,Luis Gustavo de Matos dos Santos
3111,2026-02-27,Cliente_242,PR,Belo Horizonte,Mouse,Eletrônicos,3,1529.36,4588.08,Luis Gustavo de Matos dos Santos
3112,2025-07-28,Cliente_113,SC,Porto Alegre,Teclado,Eletrônicos,5,4078.86,20394.3,Luis Gustavo de Matos dos Santos
3113,2025-05-15,Cliente_168,PR,Curitiba,Mouse,Eletrônicos,8,4141.36,33130.88,Luis Gustavo de Matos dos Santos
3114,2025-12-25,Cliente_284,RS,Joinville,Monitor,Eletrônicos,6,3463.08,20778.48,Luis Gustavo de Matos dos Santos
3115,2026-03-01,Cliente_128,RJ,São Paulo,Teclado,Acessórios,2,1311.14,2622.28,Luis Gustavo de Matos dos Santos
3116,2025-07-18,Cliente_218,PR,Belo Horizonte,Teclado,Acessórios,3,3145.24,9435.72,Luis Gustavo de Matos dos Santos
3117,2025-12-26,Cliente_58,MG,Porto Alegre,Mouse,Eletrônicos,3,3667.22,11001.66,Luis Gustavo de Matos dos Santos
3118,2026-01-31,Cliente_192,RJ,São Paulo,Mouse,Acessórios,3,2206.83,6620.49,Luis Gustavo de Matos dos Santos
3119,2025-07-21,Cliente_145,MG,Curitiba,Monitor,Acessórios,9,1416.84,12751.56,Luis Gustavo de Matos dos Santos
3120,2025-12-30,Cliente_208,MG,São Paulo,Mouse,Eletrônicos,4,4937.93,19751.72,Luis Gustavo de Matos dos Santos
3121,2025-11-29,Cliente_214,RJ,Porto Alegre,Monitor,Eletrônicos,7,1610.86,11276.02,Luis Gustavo de Matos dos Santos
3122,2025-04-25,Cliente_226,RJ,Rio de Janeiro,Mouse,Eletrônicos,7,2707.49,18952.43,Luis Gustavo de Matos dos Santos
3123,2025-05-19,Cliente_154,RS,São Paulo,Mouse,Eletrônicos,6,1018.79,6112.74,Luis Gustavo de Matos dos Santos
3124,2025-05-20,Cliente_76,PR,Belo Horizonte,Headset,Eletrônicos,10,4520.24,45202.4,Luis Gustavo de Matos dos Santos
3125,2025-10-27,Cliente_155,SP,Curitiba,Notebook,Acessórios,3,2225.04,6675.12,Luis Gustavo de Matos dos Santos
3126,2025-09-02,Cliente_160,RJ,Belo Horizonte,Headset,Acessórios,7,606.44,4245.08,Luis Gustavo de Matos dos Santos
3127,2025-11-27,Cliente_159,PR,Belo Horizonte,Headset,Acessórios,3,4272.1,12816.3,Luis Gustavo de Matos dos Santos
3128,2025-11-03,Cliente_284,RS,Porto Alegre,Monitor,Eletrônicos,4,3981.87,15927.48,Luis Gustavo de Matos dos Santos
3129,2025-06-20,Cliente_131,RJ,Belo Horizonte,Notebook,Eletrônicos,1,4227.38,4227.38,Luis Gustavo de Matos dos Santos
3130,2025-05-28,Cliente_194,SC,São Paulo,Monitor,Acessórios,8,2305.23,18441.84,Luis Gustavo de Matos dos Santos
3131,2025-07-08,Cliente_107,RJ,São Paulo,Headset,Acessórios,6,4897.58,29385.48,Luis Gustavo de Matos dos Santos
3132,2025-12-20,Cliente_189,SP,Belo Horizonte,Mouse,Eletrônicos,5,2818.08,14090.4,Luis Gustavo de Matos dos Santos
3133,2026-02-20,Cliente_24,SP,Joinville,Monitor,Acessórios,2,4695.13,9390.26,Luis Gustavo de Matos dos Santos
3134,2025-09-26,Cliente_256,RS,Porto Alegre,Notebook,Acessórios,7,2432.52,17027.64,Luis Gustavo de Matos dos Santos
3135,2025-06-07,Cliente_111,SP,Belo Horizonte,Mouse,Acessórios,3,2502.97,7508.91,Luis Gustavo de Matos dos Santos
3136,2025-08-26,Cliente_106,SC,São Paulo,Headset,Acessórios,3,1124.0,3372.0,Luis Gustavo de Matos dos Santos
3137,2025-05-07,Cliente_150,RS,Joinville,Teclado,Acessórios,4,3918.51,15674.04,Luis Gustavo de Matos dos Santos
3138,2025-07-23,Cliente_81,PR,Joinville,Headset,Acessórios,3,1016.45,3049.35,Luis Gustavo de Matos dos Santos
3139,2026-01-14,Cliente_41,SC,Rio de Janeiro,Headset,Eletrônicos,4,4674.95,18699.8,Luis Gustavo de Matos dos Santos
3140,2026-01-08,Cliente_179,RS,Rio de Janeiro,Monitor,Acessórios,7,2220.93,15546.51,Luis Gustavo de Matos dos Santos
3141,2025-03-24,Cliente_136,RS,Curitiba,Notebook,Eletrônicos,1,2045.51,2045.51,Luis Gustavo de Matos dos Santos
3142,2025-11-14,Cliente_110,RJ,São Paulo,Monitor,Acessórios,5,625.03,3125.15,Luis Gustavo de Matos dos Santos
3143,2025-06-16,Cliente_87,MG,São Paulo,Monitor,Acessórios,10,975.65,9756.5,Luis Gustavo de Matos dos Santos
3144,2025-05-03,Cliente_82,MG,Joinville,Mouse,Acessórios,3,3023.54,9070.62,Luis Gustavo de Matos dos Santos
3145,2025-07-19,Cliente_157,SP,Joinville,Mouse,Acessórios,3,582.07,1746.21,Luis Gustavo de Matos dos Santos
3146,2025-12-16,Cliente_182,SP,Belo Horizonte,Teclado,Eletrônicos,1,923.96,923.96,Luis Gustavo de Matos dos Santos
3147,2025-07-02,Cliente_80,PR,São Paulo,Monitor,Eletrônicos,4,2426.14,9704.56,Luis Gustavo de Matos dos Santos
3148,2025-12-27,Cliente_205,RJ,Porto Alegre,Monitor,Eletrônicos,4,2288.5,9154.0,Luis Gustavo de Matos dos Santos
3149,2025-04-18,Cliente_261,RJ,Joinville,Monitor,Acessórios,6,788.67,4732.02,Luis Gustavo de Matos dos Santos
3150,2025-12-29,Cliente_216,MG,São Paulo,Headset,Acessórios,9,1874.27,16868.43,Luis Gustavo de Matos dos Santos
3151,2026-01-19,Cliente_143,PR,Rio de Janeiro,Notebook,Acessórios,1,3859.56,3859.56,Luis Gustavo de Matos dos Santos
3152,2025-06-09,Cliente_121,SP,Curitiba,Monitor,Eletrônicos,2,2029.27,4058.54,Luis Gustavo de Matos dos Santos
3153,2025-09-21,Cliente_195,RJ,São Paulo,Monitor,Eletrônicos,7,2122.87,14860.09,Luis Gustavo de Matos dos Santos
3154,2025-09-29,Cliente_247,PR,Joinville,Notebook,Eletrônicos,2,3552.03,7104.06,Luis Gustavo de Matos dos Santos
3155,2026-01-06,Cliente_122,SC,Porto Alegre,Mouse,Acessórios,5,1862.26,9311.3,Luis Gustavo de Matos dos Santos
3156,2026-02-02,Cliente_43,SP,São Paulo,Notebook,Eletrônicos,6,3482.01,20892.06,Luis Gustavo de Matos dos Santos
3157,2025-10-24,Cliente_23,PR,Joinville,Mouse,Eletrônicos,2,3167.67,6335.34,Luis Gustavo de Matos dos Santos
3158,2025-05-21,Cliente_285,SP,Porto Alegre,Mouse,Eletrônicos,10,908.44,9084.4,Luis Gustavo de Matos dos Santos
3159,2025-05-05,Cliente_68,SC,Curitiba,Monitor,Acessórios,7,4429.88,31009.16,Luis Gustavo de Matos dos Santos
3160,2025-03-26,Cliente_248,SC,Joinville,Headset,Acessórios,2,280.75,561.5,Luis Gustavo de Matos dos Santos
3161,2025-12-19,Cliente_16,PR,Belo Horizonte,Mouse,Eletrônicos,3,2776.49,8329.47,Luis Gustavo de Matos dos Santos
3162,2025-12-04,Cliente_36,SC,Porto Alegre,Notebook,Acessórios,3,4181.76,12545.28,Luis Gustavo de Matos dos Santos
3163,2026-01-17,Cliente_213,SC,Rio de Janeiro,Notebook,Eletrônicos,3,129.09,387.27,Luis Gustavo de Matos dos Santos
3164,2025-12-12,Cliente_177,RJ,Belo Horizonte,Headset,Eletrônicos,3,4353.97,13061.91,Luis Gustavo de Matos dos Santos
3165,2025-06-24,Cliente_192,SC,Rio de Janeiro,Headset,Eletrônicos,3,4589.23,13767.69,Luis Gustavo de Matos dos Santos
3166,2025-06-20,Cliente_67,RJ,Belo Horizonte,Headset,Eletrônicos,8,4269.26,34154.08,Luis Gustavo de Matos dos Santos
3167,2025-11-16,Cliente_196,PR,Belo Horizonte,Monitor,Acessórios,7,4373.27,30612.89,Luis Gustavo de Matos dos Santos
3168,2025-12-08,Cliente_8,MG,Porto Alegre,Monitor,Acessórios,9,3105.52,27949.68,Luis Gustavo de Matos dos Santos
3169,2025-11-28,Cliente_156,RJ,Belo Horizonte,Notebook,Eletrônicos,6,3158.79,18952.74,Luis Gustavo de Matos dos Santos
3170,2025-11-30,Cliente_192,RJ,Rio de Janeiro,Teclado,Eletrônicos,5,3282.7,16413.5,Luis Gustavo de Matos dos Santos
3171,2025-10-19,Cliente_85,SC,Joinville,Teclado,Acessórios,9,4378.65,39407.85,Luis Gustavo de Matos dos Santos
3172,2025-08-30,Cliente_291,PR,Curitiba,Monitor,Eletrônicos,5,4278.08,21390.4,Luis Gustavo de Matos dos Santos
3173,2025-09-27,Cliente_93,RJ,Porto Alegre,Mouse,Acessórios,9,257.9,2321.1,Luis Gustavo de Matos dos Santos
3174,2025-09-21,Cliente_269,SP,São Paulo,Teclado,Eletrônicos,9,2733.91,24605.19,Luis Gustavo de Matos dos Santos
3175,2026-02-12,Cliente_279,RJ,São Paulo,Mouse,Acessórios,2,231.09,462.18,Luis Gustavo de Matos dos Santos
3176,2025-11-20,Cliente_27,RS,São Paulo,Mouse,Eletrônicos,3,3410.32,10230.96,Luis Gustavo de Matos dos Santos
3177,2026-03-10,Cliente_76,RS,Rio de Janeiro,Teclado,Acessórios,8,4738.24,37905.92,Luis Gustavo de Matos dos Santos
3178,2025-07-01,Cliente_203,MG,Porto Alegre,Teclado,Eletrônicos,5,3633.81,18169.05,Luis Gustavo de Matos dos Santos
3179,2025-07-23,Cliente_2,RJ,Porto Alegre,Mouse,Acessórios,3,238.77,716.31,Luis Gustavo de Matos dos Santos
3180,2025-12-12,Cliente_70,RJ,Belo Horizonte,Monitor,Acessórios,9,2406.68,21660.12,Luis Gustavo de Matos dos Santos
3181,2025-11-17,Cliente_187,RJ,Curitiba,Teclado,Eletrônicos,2,2401.2,4802.4,Luis Gustavo de Matos dos Santos
3182,2025-05-09,Cliente_202,MG,Curitiba,Mouse,Eletrônicos,9,897.21,8074.89,Luis Gustavo de Matos dos Santos
3183,2025-03-23,Cliente_217,SC,Joinville,Monitor,Acessórios,6,873.46,5240.76,Luis Gustavo de Matos dos Santos
3184,2026-01-16,Cliente_180,RJ,São Paulo,Headset,Acessórios,8,1703.53,13628.24,Luis Gustavo de Matos dos Santos
3185,2026-01-28,Cliente_178,RJ,Curitiba,Notebook,Acessórios,10,4369.64,43696.4,Luis Gustavo de Matos dos Santos
3186,2025-07-07,Cliente_9,SP,São Paulo,Notebook,Acessórios,9,2663.45,23971.05,Luis Gustavo de Matos dos Santos
3187,2026-03-04,Cliente_141,SP,São Paulo,Teclado,Eletrônicos,7,1965.29,13757.03,Luis Gustavo de Matos dos Santos
3188,2025-12-25,Cliente_36,RS,Joinville,Headset,Eletrônicos,10,3629.1,36291.0,Luis Gustavo de Matos dos Santos
3189,2026-02-23,Cliente_16,SP,Porto Alegre,Notebook,Acessórios,1,4906.25,4906.25,Luis Gustavo de Matos dos Santos
3190,2025-10-06,Cliente_17,SC,Rio de Janeiro,Teclado,Acessórios,3,2050.98,6152.94,Luis Gustavo de Matos dos Santos
3191,2025-05-31,Cliente_182,RS,Belo Horizonte,Notebook,Eletrônicos,10,740.81,7408.1,Luis Gustavo de Matos dos Santos
3192,2025-10-22,Cliente_233,SP,Porto Alegre,Notebook,Acessórios,1,1720.81,1720.81,Luis Gustavo de Matos dos Santos
3193,2026-02-15,Cliente_229,SC,Curitiba,Monitor,Eletrônicos,10,4680.01,46800.1,Luis Gustavo de Matos dos Santos
3194,2025-11-04,Cliente_9,RJ,Porto Alegre,Monitor,Eletrônicos,4,4028.69,16114.76,Luis Gustavo de Matos dos Santos
3195,2026-02-09,Cliente_9,RJ,Porto Alegre,Notebook,Acessórios,7,3444.44,24111.08,Luis Gustavo de Matos dos Santos
